sid	text	aspect	sentiment
1579	And really large portions.	food	positive
3515	This is a great Thai restaurant with a very friendly staff.	service	positive
1873	I ordered the smoked salmon and roe appetizer and it was off flavor.	food	negative
2592	We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.	food	positive
3081	I recommend the garlic shrimp, okra (bindi), and anything with lamb.	food	positive
1884	The menu was impressive with selections ranging from a burger, to steak, to escargot.	food	positive
3381	In fact, two people could really share one plate.	food	positive
2507	The food is great and authentic.	food	positive
201	Anyway, the food is good, the price is right and they have a decent wine list.	food	positive
201	Anyway, the food is good, the price is right and they have a decent wine list.	price	positive
2335	Prices are higher to dine in and their chicken tikka marsala is quite good.	food	positive
2335	Prices are higher to dine in and their chicken tikka marsala is quite good.	price	negative
3631	This place has many different styles of pizza and they are all amazing.	food	positive
901	The photos of the restaurant in its web site are way better than the real look.	ambience	negative
3049	The food was lousy - too sweet or too salty and the portions tiny.	food	negative
1242	But the coconut rice was good.	food	positive
932	It took them 25 minutes to bring our appetizer.	service	negative
776	The food was great.	food	positive
272	Pair you food with the excellent beers on tap or their well priced wine list.	food	positive
272	Pair you food with the excellent beers on tap or their well priced wine list.	price	positive
1152	If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.	ambience	negative
1152	If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.	price	negative
2894	All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.	food	positive
833	Metrazur has a beautiful spot overlooking the main terminal.	ambience	positive
461	Friendly staff that actually lets you enjoy your meal and the company you're with.	service	positive
539	The restaurant is rather small but we were lucky to get a table quickly.	service	positive
539	The restaurant is rather small but we were lucky to get a table quickly.	ambience	negative
2533	I love this cozy around the way Rest.	ambience	positive
1435	Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.	food	positive
1435	Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.	price	positive
2225	The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.	ambience	negative
1056	The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).	food	positive
1056	The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).	price	positive
3582	But, they were too big for the bun.	food	negative
2708	The food is fresh, delicious, and reasonably priced.	food	positive
2708	The food is fresh, delicious, and reasonably priced.	price	positive
275	Raga stands out with an interesting fusion of French and Indian cooking.	food	positive
2105	A few tips: skip the turnip cake, roast pork buns and egg custards.	food	negative
2152	The bagels are fabulous.	food	positive
191	Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.	service	negative
3319	Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.	service	positive
3319	Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.	ambience	positive
3681	The food was very good, a great deal, and the place its self was great.	food	positive
3681	The food was very good, a great deal, and the place its self was great.	ambience	positive
3681	The food was very good, a great deal, and the place its self was great.	price	positive
2171	The food options rule.	food	positive
3462	A great choice at any cost and a great deal.	price	positive
1087	Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.	food	negative
1865	We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.	food	neutral
3421	Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).	ambience	neutral
1293	Their calzones are horrific, bad, vomit-inducing, YUCK.	food	negative
3475	It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.	service	negative
818	The place itself is beautiful the bar scene seems to be happening.	ambience	positive
2893	Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.	service	positive
3170	Good spreads, great beverage selections and bagels really tasty.	food	positive
2932	First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.	service	negative
451	Also, top the meal with a delicious and perfect slice of tiramisu.	food	positive
119	Check out the secret back room.	ambience	positive
2817	It's also attached to Angel's Share, which is a cool, more romantic bar...	ambience	positive
2517	Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.	food	positive
2517	Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.	service	positive
2883	Stick to the gulab jamun.	food	positive
556	I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.	food	positive
556	I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.	service	positive
556	I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.	ambience	positive
556	I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.	price	positive
563	I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.	service	negative
563	I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.	ambience	negative
924	With the theater 2 blocks away we had a delicious meal in a beautiful room.	food	positive
924	With the theater 2 blocks away we had a delicious meal in a beautiful room.	ambience	positive
3113	I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.	ambience	negative
3461	Also very inexpensive.	price	positive
1013	By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.	food	positive
193	The food is great and reasonably priced.	food	positive
193	The food is great and reasonably priced.	price	positive
1569	The characters really make for an enjoyable experience.	ambience	positive
2217	I would definitely recommend SEA if you like thai cuisine!	food	positive
78	Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.	service	positive
2280	The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.	price	positive
2280	The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.	food	positive
2766	The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.	food	positive
667	Prices are in line.	price	neutral
1600	The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.	food	positive
134	The food is prepared quickly and efficiently.	food	positive
3336	and for this i had to shell out a small fortune?	price	negative
2421	For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.	food	positive
159	The food looked very appetizing and delicious since it came on a variety of fancy plates.	food	positive
1490	Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.	food	positive
1548	The food is terrible and overall, I would have to say avoid at all costs.	food	negative
1709	Unfortunately, the food was NOT something to get worked up about.	food	negative
1550	It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).	food	positive
1550	It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).	ambience	positive
3305	I had Filet Mignon with garlic mash.	food	neutral
874	I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.	food	positive
874	I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.	price	positive
3116	The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.	service	positive
3353	- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.	food	positive
533	The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.	food	positive
972	Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.	service	positive
3420	While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.	food	positive
2329	The owner truly caters to all your needs.	service	positive
1827	He takes real pride in his food and his business.	service	positive
1827	He takes real pride in his food and his business.	food	positive
878	So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.	food	positive
878	So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.	price	positive
2891	Over the years, it has always provided a pleasurable dining experience with quality food and wine.	food	positive
2276	The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.	food	positive
3199	too large for just two people but nothing was left.	food	positive
3414	I cannot imagine better Indian food in all of the city.	food	positive
209	Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).	ambience	positive
1228	I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!	service	negative
2077	very good breads as well.	food	positive
410	We were fans of the half-price Saturday night option until some inedible squid during a recent visit.	food	negative
410	We were fans of the half-price Saturday night option until some inedible squid during a recent visit.	price	positive
3492	Pizza is terrific, as is homemade pasta.	food	positive
2439	This is a wonderful place on all stand points especially value ofr money.	price	positive
3280	Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.	price	positive
3573	There are other people waiting!	service	neutral
277	From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.	food	positive
2811	Consistently good Japanese Tapas.	food	positive
3020	My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.	food	positive
2912	The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).	food	positive
1702	The food is reliable and the price is moderate.	food	positive
1702	The food is reliable and the price is moderate.	price	neutral
199	Aside from the bearded, courdoroy blazer professor type with the NYU student he's sleeping with that week, you see a strange mix of hipsters, frat boys, Will Smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet....	ambience	neutral
882	While the ambiance and atmosphere were great, the food and service could have been a lot better.	food	negative
882	While the ambiance and atmosphere were great, the food and service could have been a lot better.	service	negative
882	While the ambiance and atmosphere were great, the food and service could have been a lot better.	ambience	positive
628	The server was really cool and served us our food and drinks with a smile.	service	positive
727	Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .	food	positive
3144	I had to share my table with a loud group of kids and the service was rude an unattentive.	service	negative
3144	I had to share my table with a loud group of kids and the service was rude an unattentive.	ambience	negative
1487	The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.	food	positive
2120	We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.	ambience	positive
1868	My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.	food	positive
2205	The food is usually good but it certainly isn't a relaxing place to go.	food	positive
2205	The food is usually good but it certainly isn't a relaxing place to go.	ambience	negative
1940	Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!	food	positive
1940	Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!	service	positive
1940	Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!	ambience	positive
2451	The prices were fantastic.	price	positive
1632	Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...	food	positive
710	It's not mind-blowing, but to me, thai food never is and never will be.	food	neutral
2903	i've been to sapphire twice and both times the food was fine, if not good.	food	positive
1273	I love the fact that the pizza tastes so good and is so cheap.	food	positive
1273	I love the fact that the pizza tastes so good and is so cheap.	price	positive
590	Nicky the Nose at the bar is a treat.	service	positive
179	Service was prompt, friendly and great.	service	positive
109	I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.	food	positive
339	The sushi was awful!	food	negative
2487	You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.	price	negative
499	The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.	food	positive
2589	The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.	food	negative
3701	Late nite omelletes are not good here, there is no variety!	food	negative
381	Everything at Sala Thai is tasty and well-portioned.	food	positive
3050	After all that, they complained to me about the small tip.	service	negative
1185	It's a great place to pick up a cheap lunch or dinner.	price	positive
1555	Behind this counter, two men are squeezed in.	ambience	negative
1032	Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.	food	positive
1032	Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.	service	positive
1124	Our waitress was sweet and accomodating, not overbearing.	service	positive
1663	Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.	service	negative
742	The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.	ambience	positive
1471	A large is $20, and toppings are about $3 each.	price	negative
1189	It is not worth for that bucks.	price	negative
3315	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.	food	positive
3315	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.	price	positive
3315	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.	service	positive
3393	For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.	food	negative
3018	Oh, don't even let me start with how expensive the bills were!	price	negative
257	The scallion pancakes and fried dumplings were nothing out of the ordinary.	food	neutral
813	All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!	food	positive
2862	Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.	service	negative
2862	Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.	price	negative
3292	Service is top notch.	service	positive
3343	The food now is inconsistent.	food	negative
2018	I was pretty much full after our fondue appetizer.	food	positive
3551	BE CAREFUL before you request extra spice.	food	neutral
2355	The octopus eaters were floored by the Octopus salad.	food	positive
3178	We thought that this place is using too much of MSG cooking in the foods.	food	negative
2211	And the Tom Kha soup was pathetic.	food	negative
2317	I started out with a Bombay beer which was big enough for two.	food	positive
175	The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.	ambience	positive
1609	Service was quick.	service	positive
1057	Drawbacks: service is slow and they don't toast!	service	negative
1948	We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.	food	positive
2041	The best thing I tasted were the lambchops.	food	positive
1046	it's delicious!	food	positive
1656	The spicy tuna and salmon are the best we've ever had.	food	positive
3440	Even though its good seafood, the prices are too high.	food	positive
3440	Even though its good seafood, the prices are too high.	price	negative
870	In addition, the food is very good and the prices are reasonable.	food	positive
870	In addition, the food is very good and the prices are reasonable.	price	positive
2986	Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.	service	positive
3418	Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.	food	neutral
83	Reasonable prices.	price	positive
2940	they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.	service	positive
2141	Try the crunchy tuna, it is to die for.	food	positive
1854	It won't break the bank but I also wouldnt come back for the food.	food	negative
614	It is a lot of fun with live entertainment and all kinds of Disney type special effects.	ambience	positive
3012	if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).	food	positive
2621	No refills on fountain drinks, though.	food	negative
605	Wow over 100 beers to choose from.	food	positive
2017	Be careful of portions - they're HUGE.	food	positive
2974	The Steak Tartare is a great bet, they fix it for you at the table.	food	positive
2456	My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.	service	positive
2456	My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.	food	negative
25	Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.	service	positive
520	Did I mention the wine?	food	neutral
3383	Plus, on Wednesday nights the house wine is unlimited!	food	positive
3478	Now it's so crowded and loud you can't even talk to the person next to you.	ambience	negative
3411	Even my Indian friend couldn't believe how good and tasty everything was.	food	positive
2522	like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.	food	negative
2522	like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.	service	negative
2386	The dim sum servings here are a bit larger than I'm used to.	food	neutral
3332	However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.	service	neutral
3332	However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.	ambience	negative
717	We won't go to this place again for a good meal.	food	negative
680	It's a much more grown up restaurant compared to the rest of the street.	ambience	neutral
3013	We were treated with attitude ever since the moment we stepped into the restaurant!	service	negative
1159	After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.	ambience	positive
3547	Taj Mahal offeres gret value and great food.	food	positive
3547	Taj Mahal offeres gret value and great food.	price	positive
792	Has the chef and owner changed???	service	neutral
3692	But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.	food	negative
1209	Outstanding Bagels, but you get what you pay for.	food	positive
1209	Outstanding Bagels, but you get what you pay for.	price	negative
443	Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!	food	positive
1377	I found it on a cold night, the perfect spot to warm up.	ambience	positive
1439	They even have a section in the menu called American Chinese food!	food	negative
2741	Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.	food	positive
2741	Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.	service	positive
370	kalbi and nebbiolo do work together.	food	neutral
599	Best Italian food I ever had (and being Italian, that means alot).	food	positive
803	I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.	food	positive
1750	Located at the end of a magnificent block.	ambience	positive
737	This restaurant is not worth the time, effort, or money to say the least.	price	negative
847	Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.	ambience	positive
847	Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.	food	positive
1007	They don't walk around with the trays of Dim Sum.	ambience	positive
1161	Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).	service	positive
3123	We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.	service	negative
3405	I really loved the different and inovated touch that's the cheff gives to the food.	food	positive
3702	They came out over cooked and the cheese was almost non existant.	food	negative
1911	I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.	food	positive
1911	I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.	service	positive
703	The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!	service	negative
1000	The food is good, especially their more basic dishes, and the drinks are delicious.	food	positive
3241	But the main hit was the whole grilled fish.	food	positive
1866	I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.	price	positive
280	The food is delicious and beautifully prepared along with the friendly and personable service.	food	positive
280	The food is delicious and beautifully prepared along with the friendly and personable service.	service	positive
1729	Pizza here is consistently good.	food	positive
610	We had a great tiem watching the shows and characters and ar food was just what we were looking for.	food	positive
610	We had a great tiem watching the shows and characters and ar food was just what we were looking for.	ambience	positive
3211	After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.	service	negative
1429	Sauce was watery and the food didn't have much flavor.	food	negative
1855	My husband and I enjoy Sangria.	food	positive
3409	But after last night, Spice Grill is the only place I'm eating indian cuisine.	food	positive
579	We both opted for a pasta dish and they were served timely and fresh.	service	positive
579	We both opted for a pasta dish and they were served timely and fresh.	food	positive
3670	First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...	service	negative
685	Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!	food	positive
685	Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!	ambience	positive
428	In an area sadly lacking in decent Thai food, this is one of the best spots.	food	positive
916	The food was average or above including some surprising tasty dishes.	food	positive
2194	They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.	food	negative
1066	Other apetizers and food	food	neutral
127	The noodle and rices dishes taste great.	food	positive
427	The food's as good as ever.	food	positive
2298	The crust is thin, the ingredients are fresh and the staff is friendly.	food	positive
2298	The crust is thin, the ingredients are fresh and the staff is friendly.	service	positive
3169	Also a little more expensive than your average bagel place.	price	negative
3335	the food was undercooked-the sauce watery, and the vegetables raw.	food	negative
2356	And the fried clams had just enough kick to them to make 'em worth eating.	food	positive
1199	The sauces used are also not that exciting.	food	negative
2444	The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.	food	positive
340	The rice was poor quality and was cooked so badly it was hard.	food	negative
228	We had champagne and caviar and felt like princesses!	food	positive
651	The shrimp scampi was excellent and the antipasti were plentiful.	food	positive
1930	When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.	service	positive
2090	I got the $10 10-piece dim sum combo, every bite of which was great.	price	positive
2090	I got the $10 10-piece dim sum combo, every bite of which was great.	food	positive
2433	There is also very limited seating and there can be a substantial wait in getting food at peak times.	ambience	negative
2433	There is also very limited seating and there can be a substantial wait in getting food at peak times.	service	negative
1949	If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!	food	positive
942	The prices are wonderfully low.	price	positive
2887	If you like spicy food get the chicken vindaloo.	food	positive
2398	I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.	food	positive
2398	I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.	price	positive
53	So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.	food	positive
1560	And its absolutely DELICIOUS.	food	positive
2025	No free drink.	price	negative
259	This is my first time writing a review for a restaurant because the food and service was excellent.	food	positive
259	This is my first time writing a review for a restaurant because the food and service was excellent.	service	positive
1211	While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.	food	positive
1211	While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.	price	positive
177	I had a huge group for my birthday and we were well taken care of.	service	positive
1565	Don't waste money on decor.	ambience	positive
2959	They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?	ambience	positive
1659	I have never before eaten 40 pieces of relatively good nigiri.	food	neutral
3086	While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.	food	positive
3086	While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.	ambience	negative
3086	While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.	price	positive
531	Have frequented 'ino for several years and the food remains excellent.	food	positive
450	Their eggplant is so delicate, sweet tender!	food	positive
3263	Each bite of food at Kai was indeed delicious, fresh, and elegant.	food	positive
2939	all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.	food	positive
2939	all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.	price	positive
1678	If you want to save some money, don't go here.	price	negative
2606	My friend got the mushroom pizza which tasted better.	food	positive
1797	It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.	service	negative
1797	It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.	ambience	positive
1731	You should pass on the calamari.	food	negative
2791	The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.	food	negative
3261	Try the spicy wontons and the salt pepper shrimps.	food	positive
1586	THE FOOD PORTIONS ARE REALLY LARGE.	food	positive
1893	The fries are yummy.	food	positive
309	Friendly and informative staff, very attentive and prompt raw bar service.	service	positive
2290	Best Taiwanese food in NY!	food	positive
736	This place is a great stop for great food.	food	positive
2784	All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.	food	positive
2118	they were dry and disgusting, i didn't even finish my first piece.	food	negative
369	We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.	service	negative
3279	And the prices were way to high for what you get.	price	negative
1792	The staff ignored my friends and I the entire time we were there.	service	negative
166	Yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there.	service	negative
1727	The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.	ambience	positive
2425	I need at least three rolls to be full, and that's at least $14.00!	price	negative
3455	All of it was simply amazing, unique and tasty and best of all it didn't break the bank.	food	positive
3455	All of it was simply amazing, unique and tasty and best of all it didn't break the bank.	price	positive
3508	Great wine list, reasonably priced.--Sara	food	positive
3508	Great wine list, reasonably priced.--Sara	price	positive
1541	The hot dogs were cold in the middle and the buns were stale.	food	negative
1037	While the food was excellent, it wasn't cheap (though not extremely expensive either).	food	positive
2288	Beef noodle soup is good as well.	food	positive
2585	Delivery service is great too.	service	positive
1386	The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.	food	positive
1378	I recieved prompt service with a smile.	service	positive
232	The place was quiet and delightful.	ambience	positive
3246	.the best I've found outside of the Chinatown masters.	food	positive
3621	The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.	food	positive
3489	As much as I like the food there, I can't bring myself to go back.	food	positive
3600	It looked like shredded cheese partly done - still in strips.	food	negative
3519	The prices and ambience are especially great considering it's in the West Village.	ambience	positive
3519	The prices and ambience are especially great considering it's in the West Village.	price	positive
1183	The soup is pretty good too.	food	positive
857	I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.	food	positive
1118	If you go to Roth's try to be served by Mike, he is GREAT!!	service	positive
2915	not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .	service	negative
662	I always get the Shabu-Shabu dinner and the beef is always fresh.	food	positive
3599	The pizza was delivered cold and the cheese wasn't even fully melted!	food	negative
502	We were very surprised by how good the food was on our first visit here on a Sunday night.	food	positive
981	Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.	food	positive
981	Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.	service	negative
981	Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.	ambience	negative
1987	On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.	food	negative
3626	If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.	food	negative
3626	If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.	service	positive
1094	The food is amazing!!!!	food	positive
2881	Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.	food	positive
285	The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.	food	negative
285	The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.	service	positive
700	For the price, you cannot eat this well in Manhattan.	price	positive
700	For the price, you cannot eat this well in Manhattan.	food	positive
1493	The owner is very friendly and a great guy, go try his pizza, you'll like it!	service	positive
1493	The owner is very friendly and a great guy, go try his pizza, you'll like it!	food	positive
1014	The atmosphere is great!!!	ambience	positive
