speech	line_num	text
1991_goh_chok_tong	415	I think this is mostunfair to those who keep fit.
1991_goh_chok_tong	416	Well, the US system discriminates againstthose who do not keep fit.
1991_goh_chok_tong	417	So perhaps we should get our employers to seewhat they can do about this.
1991_goh_chok_tong	418	Maybe give some incentives for those whostay fit.
1991_goh_chok_tong	419	For example, contributing a sum to their Medisave for not usingmedical benefits for that year.
1991_goh_chok_tong	420	But we will be starting a campaign soon toget Singaporeans to keep fit.52.
1991_goh_chok_tong	421	We have published our programme in the next lap.
1991_goh_chok_tong	422	We cansucceed in implementing the next lap only if we have your support.
1991_goh_chok_tong	423	It isour programme, but without your support, we cannot implement it.
1991_goh_chok_tong	424	Andfor the programme to succeed, the able must care for the average andslower learners.
1991_goh_chok_tong	425	Only then can a bond be built up between the able and theothers.
1991_goh_chok_tong	426	Only then can we reinforce in Singaporeans this sense of family.
1991_goh_chok_tong	427	Only then can we achieve our goal of having an extended family ofSingaporeans.53.
1991_goh_chok_tong	428	I have originally thought of having the next general elections onlyin 1993, but my colleagues have told me that grassroots leaders have toldthem that people are supportive of my new open, consultative style andthey think I can improve the chances
1991_goh_chok_tong	429	and they think we can improve thechances of success for the next lap if we go for early general election to geta strong mandate.
1991_goh_chok_tong	430	They feel that the mood is right.
1991_goh_chok_tong	431	I feel that the mood isright.
1991_goh_chok_tong	432	I was chosen by my colleagues in Cabinet and in Parliament to be the Prime Minister.
1991_goh_chok_tong	433	I want your endorsement as Prime Minister.
1991_goh_chok_tong	434	When Icall for a general election soon, I hope you will give me that clear mandate.
1991_goh_chok_tong	435	I hope that you will endorse my style of government, my way of doingthings and my programme.
1991_goh_chok_tong	436	Thank you.
1991_goh_chok_tong	437	Goodnight.
2004_lee_hsien_loong	1	Tribute to Goh Chok TongFriends and fellow Singaporeans, I've known Mr Goh Chok Tong for a very long time, more than 25 years.
2004_lee_hsien_loong	2	We first met in 1978.
2004_lee_hsien_loong	3	It was not long after he entered politics.
2004_lee_hsien_loong	4	We met socially and I remember he was explaining to me how he was consciously staying away from making speeches on shipping matters because he was from NOL (Neptune Orient Lines) and he wanted to broaden out and talk about other subjects.
2004_lee_hsien_loong	5	Soon after I met him, I went away to the US to study.
2004_lee_hsien_loong	6	When I was away, I needed to make a presentation on Singapore – Know Your World – and wanted something to show the Americans what Singapore was like.
2004_lee_hsien_loong	7	So, I asked Mr Goh and he sent me some slides of activities in Marine Parade, a kite-flying competition, something you won't find in America and it added something to letting the Americans know us.
2004_lee_hsien_loong	8	I came back from America after two years in the SAF (Singapore Armed Forces).
2004_lee_hsien_loong	9	He was my minister.
2004_lee_hsien_loong	10	I would brief him regularly.
2004_lee_hsien_loong	11	Then I entered Cabinet and he was a colleague and then, he was the Prime Minister.
2004_lee_hsien_loong	12	When Mr Goh took over from Mr Lee Kuan Yew as PM, many people wondered how he would work out because Singapore had had onlyone PM ever since it was independent, in fact, ever since before it was independent.
2004_lee_hsien_loong	13	What would the new PM be like?
2004_lee_hsien_loong	14	Would he be his own man?
2004_lee_hsien_loong	15	What mark would he put on Singapore?
2004_lee_hsien_loong	16	All this uncertainty was soon dispelled.
2004_lee_hsien_loong	17	Chok Tong established his own style, milder, gentler, consultative and inclusive, but firm and clear.
2004_lee_hsien_loong	18	He built his own team.
2004_lee_hsien_loong	19	He retained key members from his own generation to help with the transition.
2004_lee_hsien_loong	20	He brought in new and younger ministers and he got good men and women to work with him and formed a strong team.
2004_lee_hsien_loong	21	And I'd just like to mention two of the people who kept on and stayed with him.
2004_lee_hsien_loong	22	One is Mr Dhanabalan, who had actually gone into the private sector after the transition was completed and came back in again when I was ill with lymphoma in 1992 and took over from me in MTI (Ministry of Trade and Industry) and looked after MTI for one year, one crucial year, and helped out at a very difficult time.
2004_lee_hsien_loong	23	And the other one is Dr Tony Tan, who also went out after the transition into the private sector, but came back in 1995 because Chok Tong asked him to help run Mindef (Ministry of Defence) for two years.
2004_lee_hsien_loong	24	And he stayed for nine years and now, he's staying for another year to help me out with my transition.
2004_lee_hsien_loong	25	So, I owe them a thank you.
2004_lee_hsien_loong	26	Chok Tong launched new policies to take Singapore forward.
2004_lee_hsien_loong	27	Some were popular policies, like Edusave and Medifund.
2004_lee_hsien_loong	28	Everybody liked them.
2004_lee_hsien_loong	29	Some were difficult but necessary policies.
2004_lee_hsien_loong	30	We had to cut the CPF (Central Provident Fund), we had to raise the GST (Goods and Services Tax), not popular, but we had to do it and Chok Tong sold these policies and persuaded people to do it.
2004_lee_hsien_loong	31	Many things were in foreign policy.
2004_lee_hsien_loong	32	He travelled, he made friends with foreign leaders, he established contacts, gained their respect and made use of these links for our advantage, for example, establishing many free trade agreements with important trading partners and I should just mention one, the US free trade agreement because that one was born on a golf course.
2004_lee_hsien_loong	33	One evening after dinner, he persuaded Bill Clinton to play golf in Bandar Seri Begawan at night and over 18 holes, a free trade agreement was born.
2004_lee_hsien_loong	34	So, that means he's telling me I should play golf.
2004_lee_hsien_loong	35	Chok Tong established his own connection with Singaporeans, not high-flown oratory, but sincere, direct, personal.
2004_lee_hsien_loong	36	He made people feel comfortable and listened to.
2004_lee_hsien_loong	37	He persuaded people to accept tough decisions.
2004_lee_hsien_loong	38	He explained highly-sensitive issues and defused them and so, when we had dialogues discussing very difficult things, I was always very comfortable sitting next to him because I knew that no matter how difficult the subject, how awkward the question, how uncomfortable the audience, he would be able, with a soft turn of word, with a joke, with a nice question back, to put the audience at ease and get his point across.
2004_lee_hsien_loong	39	And that's why when you see the pictures of me sitting next to him on a dialogue, I'm always smiling.
2004_lee_hsien_loong	40	But following him on the National Day Rally all by myself here, well, that's a different show altogether.
2004_lee_hsien_loong	41	But Chok Tong won the support of voters and the respect and the affection of Singaporeans and brought us all closer together as one people and, for that, I think we all thank Chok Tong.
2004_lee_hsien_loong	42	II Entering politics and becoming PMI owe a personal debt to Goh Chok Tong.
2004_lee_hsien_loong	43	I didn't plan to enter politics or to become PM, but he brought me in.
2004_lee_hsien_loong	44	He guided me and supported me and especially over these last 14 years when I was his Deputy PM (DPM) and since coming in, politics has engaged all my energies and abilities.
2004_lee_hsien_loong	45	It's what they call a 24/7 job, there's no running away from it.
2004_lee_hsien_loong	46	I've been part of a team dealing with many issues, big and small, and I've learnt much from the previous two PMs, especially not just to focus on policies but on how the policies impact people, the lives of individual Singaporeans, what does it mean, how does it hurt, where can we help.
2004_lee_hsien_loong	47	So, I've always paid a lot of attention to my MPS cases, my Meet-the-People Session cases.
2004_lee_hsien_loong	48	Nine out of 10 are routine, but always keep my eye open for that last tenth one where the policy has gone wrong, the implementation is not right or maybe the policy is wrong and has to be changed and we have to do something, intervene and put it right.
2004_lee_hsien_loong	49	I won't tell you which ones otherwise you will all come and look for me.
2004_lee_hsien_loong	50	But I have red stickers on my table so when such a case comes, I put a red sticker and I see to it personally.
2004_lee_hsien_loong	51	I've learnt that not all problems can be solved, but some can and must and when you do solve one of these, it really gives you a high and it gives my helpers a high too.
2004_lee_hsien_loong	52	It makes my evening worthwhile and then the next time you come back for the MPS, chuffed up, enthused, energised and we try again.
2004_lee_hsien_loong	53	And when you have a long case, well, we sit patiently and we wait.
2004_lee_hsien_loong	54	It's a big step from being DPM to being PM.
2004_lee_hsien_loong	55	It's not just working out policies or managing the economy.
2004_lee_hsien_loong	56	It's really uniting all Singaporeans, making sure everybody knows and feels that we are on the same venture together and building our nation and making each generation of Singaporeans feel proud to be Singaporean, proud to carry that pink IC and that red passport wherever we go.
2004_lee_hsien_loong	57	III Singapore at a crossroadIt's a unique challenge leading Singapore now, in 2004, because Singapore is at a crossroad.
2004_lee_hsien_loong	58	It's a different world out there.
2004_lee_hsien_loong	59	It's a post-Cold War world.
2004_lee_hsien_loong	60	What does that mean?
2004_lee_hsien_loong	61	It means there's one hyperpower, the United States.
2004_lee_hsien_loong	62	There's no two superpowers, it's not a multipolar world, it's one hyperpower.
2004_lee_hsien_loong	63	China is rising, India is opening up, Southeast Asia is also growing in transition, but reasonably optimistic overall.
2004_lee_hsien_loong	64	And one major reality out there is the war on terrorism which is going to continue for a long time to come.
2004_lee_hsien_loong	65	In Singapore, this is not just a change of the PMs.
2004_lee_hsien_loong	66	It's a generational change to the post-independence generation.
2004_lee_hsien_loong	67	It's a different generation of Singaporeans, different from the group which fought for independence, different from the group who grew up with independence in the immediate post-independence years who experienced the transformation, saw how Singapore changed, saw the effort and the passion which went into building Singapore, which went into achieving what we have and wanted to pick up and run and carry on with the job.
2004_lee_hsien_loong	68	Now, it's a new generation and it's got to take Singapore another step forward, another level higher.
2004_lee_hsien_loong	69	IV A fresh, bold approachTo do that, we need a fresh and bold approach.
2004_lee_hsien_loong	70	We've been successful, wildly successful.
2004_lee_hsien_loong	71	Otherwise, we wouldn't be sitting here today.
2004_lee_hsien_loong	72	But we can't stand still because the world is changing, our people are changing and so must Singapore and so must the way we govern Singapore.
2004_lee_hsien_loong	73	To succeed, we have to balance between continuity and change, keeping what is still working and good and strong in our system, which is a lot, and changing the part which is obsolete, discarding the part which is no longer relevant, inventing new pieces, new ideas to deal with new problems and to take advantage of new opportunities and to develop new strengths and strategies to thrive in a different world.
2004_lee_hsien_loong	74	We can never afford to be satisfied with the status quo, even if we are still okay, even if our policies are still working.
2004_lee_hsien_loong	75	People say, "If it ain't broke, don't fix it".
2004_lee_hsien_loong	76	I say, if it ain't broke, better maintain it, lubricate it, inspect it, replace it, upgrade it, try something better and make it work better than before.
2004_lee_hsien_loong	77	I was a member of Chok Tong's team and I contributed to many of Chok Tong's policies.
2004_lee_hsien_loong	78	These are sound policies, but we must always be prepared to look at them again, we must never be trapped by what we have and we must update them and conceive new ideas to go ahead.
2004_lee_hsien_loong	79	And this is true not just of the government but also of Singapore, also of society.
2004_lee_hsien_loong	80	The Ministry of Education recently did a survey of CEOs and employers.
2004_lee_hsien_loong	81	They wanted to know how the employers looked at the output from our schools, looked at the young generation of people who are coming out from school, universities, working, what are their strengths and weaknesses.
2004_lee_hsien_loong	82	And they made many observations, but it boiled down basically to one key point which I think we know at the bottom of our hearts, sometimes we don't articulate it, and it is this – we are so capable, we are so efficient, we are so comfortable that we stick with what we have tried and tested and found working and we are reluctant to take risks and try new things.
2004_lee_hsien_loong	83	And that is a weakness.
2004_lee_hsien_loong	84	It's a weakness which we have to overcome.
2004_lee_hsien_loong	85	The key to overcoming this is a mindset change.
2004_lee_hsien_loong	86	We have to see opportunities rather than challenges in new situations, we have to be less conventional, we must be prepared to venture and you've got to do this as individuals, we've got to do this as a government and I think we have to do it as a society.
2004_lee_hsien_loong	87	Let me give you some examples of what I mean.
2004_lee_hsien_loong	88	As individuals, let me give you a personal example because this is something which is true of all of us and me, too.
2004_lee_hsien_loong	89	One day recently, I was coming back to Singapore Changi Airport, Arrival Hall, immigration counters.
2004_lee_hsien_loong	90	The security officer said, "Walk through".
2004_lee_hsien_loong	91	I said, "No, let me queue up and see what it's like".
2004_lee_hsien_loong	92	So, I came in.
2004_lee_hsien_loong	93	There are about eight counters, right? "
2004_lee_hsien_loong	94	All Passports", "All Passports", "All Passports", "All Passports".
2004_lee_hsien_loong	95	The last two say "Singapore Passports Only".
2004_lee_hsien_loong	96	What shall I do?
2004_lee_hsien_loong	97	The "All Passports" counters were all empty.
2004_lee_hsien_loong	98	The "Singapore Passport" counters had a long queue.
2004_lee_hsien_loong	99	So, I looked at this -- this doesn't make sense.
2004_lee_hsien_loong	100	Why is everybody doing that?
2004_lee_hsien_loong	101	They should go across.
2004_lee_hsien_loong	102	Then, I thought of it more, I thought maybe, they know something I don't.
2004_lee_hsien_loong	103	So, I joined them at the "Singapore Passports" counter.
2004_lee_hsien_loong	104	I stood there for 30 seconds.
2004_lee_hsien_loong	105	I said, "This doesn't make sense", went across, sailed through.
2004_lee_hsien_loong	106	The girls smiled at me, beamed, offered me a sweet.
2004_lee_hsien_loong	107	So, I think the pressure to conform, to go with what we're comfortable with -- he's doing it, let's do the same -- it happens to all of us.
2004_lee_hsien_loong	108	I think it's something we have to combat.
2004_lee_hsien_loong	109	Nobody is there, let's go there first, see what happens.
2004_lee_hsien_loong	110	So, that's on the individual level.
2004_lee_hsien_loong	111	I am sure you have examples, but I will just stick to myself today.
2004_lee_hsien_loong	112	As a government, we have to rethink all our problems, big and small.
2004_lee_hsien_loong	113	Nothing should ever be set in stone.
2004_lee_hsien_loong	114	We've made big changes recently.
2004_lee_hsien_loong	115	The GST changes is a big one.
2004_lee_hsien_loong	116	The CPF cut was a big one and now, we are working on wage reform.
2004_lee_hsien_loong	117	That's another big one which will take some time and this will have a significant impact on our future.
2004_lee_hsien_loong	118	So, we've got to change our policies or look at our policies.
2004_lee_hsien_loong	119	We've got to support entrepreneurs.
2004_lee_hsien_loong	120	We've got to support Singaporeans being spontaneous, being unconventional.
2004_lee_hsien_loong	121	We should not put obstacles in their way.
2004_lee_hsien_loong	122	We should help them to succeed.
2004_lee_hsien_loong	123	Let me give you one example.
2004_lee_hsien_loong	124	These are the Duck and Hippo Tours.
2004_lee_hsien_loong	125	You know what's a Duck Tour?
2004_lee_hsien_loong	126	It's a boat with wheels where you take a ride, you go into the harbour, you sail around, you come back.
2004_lee_hsien_loong	127	The Duck took two years to get a licence -- nearly died.
2004_lee_hsien_loong	128	Very difficult because they went to the LTA (Land Transport Authority).
2004_lee_hsien_loong	129	LTA says, "Your duck has a propeller, how can it be a car?
2004_lee_hsien_loong	130	" They went to the MPA (Maritime and Port Authority of Singapore).
2004_lee_hsien_loong	131	MPA says, "Your duck has wheels!"
2004_lee_hsien_loong	132	So, ding-dong, it took two years.
2004_lee_hsien_loong	133	Eventually, we sorted the problem.
2004_lee_hsien_loong	134	The Duck became a success.
2004_lee_hsien_loong	135	So, came the Hippo.
2004_lee_hsien_loong	136	The Hippo is a bus with no top, okay?
2004_lee_hsien_loong	137	So, you sit on top, you drive around.
2004_lee_hsien_loong	138	It's just like in London or one of the other Western cities.
2004_lee_hsien_loong	139	Question -- Is the Hippo a bus?
2004_lee_hsien_loong	140	A very important question because if it is not a bus, it is not allowed to stop at a bus-stop.
2004_lee_hsien_loong	141	So, that one we did better.
2004_lee_hsien_loong	142	Six months, we solved the problem.
2004_lee_hsien_loong	143	I think we have to do better than that.
2004_lee_hsien_loong	144	We also need, as a government, to encourage participation and debate.
2004_lee_hsien_loong	145	We have opened up over the years.
2004_lee_hsien_loong	146	We've got the Speakers' Corner.
2004_lee_hsien_loong	147	We've allowed a lot more discussion.
2004_lee_hsien_loong	148	If you read the newspapers, what the newspapers write, the columnists, the Forum Page writers, the degree of debate is much more than we used to have, or in Parliament.
2004_lee_hsien_loong	149	But I think we can go further.
2004_lee_hsien_loong	150	So, there are two things we are going to do.
2004_lee_hsien_loong	151	One, for indoor talks, we are going to do away with licensing.
2004_lee_hsien_loong	152	Right now, if you are going outdoors or indoors, if you want to do a talk, you need a Public Entertainment licence.
2004_lee_hsien_loong	153	Usually, it's approved, it's not a problem, but once in a while, you are slow or the police have reservations, they say, "No", but it's very rare.
2004_lee_hsien_loong	154	So now, we've decided we are going to exempt indoor talks from licensing requirements unless they touch on sensitive issues like race and religion.
2004_lee_hsien_loong	155	The second thing we're going to do is to open up the Speakers' Corner where you can go and make any speech you like
2004_lee_hsien_loong	156	and we are going to say, "Well, if you want to go there and have an exhibition, go ahead".
2004_lee_hsien_loong	157	Once in a while, Think Centre says they want to go to the Speakers' Corner and they want to plant 100 flowers there, let the 100 flowers bloom.
2004_lee_hsien_loong	158	Well, I think go ahead.
2004_lee_hsien_loong	159	They want to water the flowers, go ahead.
2004_lee_hsien_loong	160	They want to turn the flowers down, go ahead.
2004_lee_hsien_loong	161	I mean, free expression as long as you don't get into race and religion and don't start a riot.
2004_lee_hsien_loong	162	It's a signal – speak, speak your voice, be heard, take responsibility for your views and opinions.
2004_lee_hsien_loong	163	As a society also, we have to be forward-looking.
2004_lee_hsien_loong	164	I asked some young people what they would like me to say tonight and one of them said this – "Be forward-looking.
2004_lee_hsien_loong	165	Don't let elders deter you by saying it cannot be done or scare you with war stories".
2004_lee_hsien_loong	166	Maybe, I was telling him war stories because I know him.
2004_lee_hsien_loong	167	I agree that you shouldn't be scared by your elders, but I think you should listen to them, think carefully what their lessons mean in this new day and age and then use those lessons to avoid unnecessary mistakes and solve problems our way today.
2004_lee_hsien_loong	168	But we have to be prepared to accept the diversity of views and to listen to the debate and to have this discussion, always with a view to moving Singaporeforward.
2004_lee_hsien_loong	169	Let me give a controversial example.
2004_lee_hsien_loong	170	It's quite a controversial one.
2004_lee_hsien_loong	171	Some people told me, "Don't raise it, it’s your first rally speech, very dangerous", but I'm going to do it anyway.
2004_lee_hsien_loong	172	It's to do with the casino.
2004_lee_hsien_loong	173	We've said, "No'' to the casino for a very long time.
2004_lee_hsien_loong	174	I've said "No" to the casino for a very long time.
2004_lee_hsien_loong	175	In 1985, we had a recession.
2004_lee_hsien_loong	176	I remember the late Mr Teh Cheang Wan wanted the casino, argued for it.
2004_lee_hsien_loong	177	We said, "No".
2004_lee_hsien_loong	178	We didn't proceed.
2004_lee_hsien_loong	179	This time round, we had the ERC (Economic Review Committee).
2004_lee_hsien_loong	180	The Subcommittee has put up the proposal for a casino.
2004_lee_hsien_loong	181	On the ERC, I said, "No", a majority of the members said, "No".
2004_lee_hsien_loong	182	We didn't recommend it.
2004_lee_hsien_loong	183	But the subject didn't die and we have to reconsider because the argument comes up, the situation changes.
2004_lee_hsien_loong	184	Why is the situation different?
2004_lee_hsien_loong	185	Because there are "cruises to nowhere", more and more cruises to nowhere.
2004_lee_hsien_loong	186	Some don't even cruise, some anchor nowhere.
2004_lee_hsien_loong	187	You can go to Batam.
2004_lee_hsien_loong	188	I'm told there are 13 down there.
2004_lee_hsien_loong	189	I haven't been there, but Wong Kan Seng has been.
2004_lee_hsien_loong	190	He told me it was by accident, and Singaporeans go there.
2004_lee_hsien_loong	191	So, Singaporeans are already doing this, right?Then you want tourists.
2004_lee_hsien_loong	192	There are millions of tourists because the Indians have money to spend, the Chinese have money to spend.
2004_lee_hsien_loong	193	Every tour group to Singapore goes to Genting.
2004_lee_hsien_loong	194	Macau is opening up.
2004_lee_hsien_loong	195	Now, they have broken the monopoly, new operators, more shows, more games.
2004_lee_hsien_loong	196	If we want to grow our tourism traffic and double the number of tourists to Singapore, we don't just want them to come here because of gambling, but if gambling is one of the things they want to do, then maybe we should allow them to do that in Singapore, find some way to do that and if, as a result of that, I get, over 10 years, double the traffic volume, I think we should think about it.
2004_lee_hsien_loong	197	So, MTI has come with a new proposal, not just a casino, but an integrated resort, entertainment centre.
2004_lee_hsien_loong	198	So, you have shows, you have family entertainment, you have food, restaurants, art, all sorts of things and in the middle, of course, you also have this place.
2004_lee_hsien_loong	199	Should we say, "No"?
2004_lee_hsien_loong	200	Well, I think we should take a deep breath and think about it carefully.
2004_lee_hsien_loong	201	I know many Singaporeans have expressed concerns and very strong concerns and the religious groups particularly have very strong views and their objections are not irrelevant.
2004_lee_hsien_loong	202	They are valid objections.
2004_lee_hsien_loong	203	It's because of these objections that for so long, we haven't done this.
2004_lee_hsien_loong	204	But I think we shouldn't just say, "No".
2004_lee_hsien_loong	205	I think we should consider -¬ can we have the casino and still contain the social problems?
2004_lee_hsien_loong	206	Let's study it.
2004_lee_hsien_loong	207	Let's see if there's some way to do it.
2004_lee_hsien_loong	208	So, I think what we are going to do is to request for proposals.
2004_lee_hsien_loong	209	Let's put out to say we are going to impose the following restrictions: Singaporeans below a certain income, you don't go.
2004_lee_hsien_loong	210	I mean, if they want to travel all the way to Batam, that's them, but we will not make it easy for people to go broke and ruin their families in Singapore.
2004_lee_hsien_loong	211	But if a millionaire wants to bring another millionaire friend from China or India, I don't think I should say "no" to him.
2004_lee_hsien_loong	212	It may help lessen my other taxes.
2004_lee_hsien_loong	213	So, I think we will find a reasonable restriction, draw a line, call for the proposals, test the market.
2004_lee_hsien_loong	214	Let's see what proposals come in.
2004_lee_hsien_loong	215	If it makes sense and people think that this is worth doing commercially, we make a judgment, we proceed.
2004_lee_hsien_loong	216	If it's not worth it, not worth the downside risks, then we will call it off.
2004_lee_hsien_loong	217	We will consider all views before deciding.
2004_lee_hsien_loong	218	Finally, if we decide against it, then I think we will have had a valuable debate in our society, a valuable discussion and sent a strong signal that we are prepared to discuss all sorts of things and reopen long-settled issues.
2004_lee_hsien_loong	219	But if we decide to proceed, then the final solution which we implement will have to address the valid concerns which Singaporeans have raised.
2004_lee_hsien_loong	220	So, it's not black and white.
2004_lee_hsien_loong	221	I mean, it's looking for an appropriate middle way where we can have our cake and also eat most of it.
2004_lee_hsien_loong	222	Increasingly, the world is going to be like that.
2004_lee_hsien_loong	223	China opened up.
2004_lee_hsien_loong	224	Deng Xiaoping said, "When you open the windows, the flies will fly in".
2004_lee_hsien_loong	225	So, you can't close the windows, you'll just have to have a fly-swatter, a fly-trap, have one of these UV lights to zap them, but keep the windows open and keep your interior as clean and as hygienic for your own people as possible.
2004_lee_hsien_loong	226	And I think that's the attitude we should have.
2004_lee_hsien_loong	227	V What are our priorities?So, with such a framework, with such an approach to our problems, what are our priorities?
2004_lee_hsien_loong	228	There are many, but tonight, I would like to list just five of them.
2004_lee_hsien_loong	229	Firstly, external relations, making friends with other countries and protecting our interests overseas.
2004_lee_hsien_loong	230	Secondly, building the economy, creating jobs, helping wages and incomes to go up, pressing on with upgrading, looking after those who are affected by this.
2004_lee_hsien_loong	231	Thirdly, engaging the new generation.
2004_lee_hsien_loong	232	Fourthly, educating, investing in our young so that they are not just learning to make a living for themselves but also developing their character and their emotional roots in Singapore and discovering their strengths and achieving their potential; not just for a few, but for every child and also to get them to learn their mother tongues.
2004_lee_hsien_loong	233	And the fifth one, I put it last, but I'm sure you won't forget it, has to do with more babies.
2004_lee_hsien_loong	234	But let me start with external relations even though I think for many Singaporeans, the economy is at the top of your minds.
2004_lee_hsien_loong	235	VI External relationsOne thing which isn't going to change is our approach to external relations.
2004_lee_hsien_loong	236	We seek to be friends with all countries, and especially with our immediate neighbours and the major powers.
2004_lee_hsien_loong	237	We pursue win-win co-operation with all countries who are willing to co-operate with Singapore, but that doesn't mean that we can always accommodate the views or the positions of other countries.
2004_lee_hsien_loong	238	When our vital interests are at stake, we must quietly stand our ground.
2004_lee_hsien_loong	239	As Dr Habibie said, I'm sure you’ll remember, Singapore is a little red dot.
2004_lee_hsien_loong	240	If we don't defend our interests, who will?
2004_lee_hsien_loong	241	This approach has earned us respect internationally and a network of good relations with many countries around the world.
2004_lee_hsien_loong	242	From time to time, we are put to the test.
2004_lee_hsien_loong	243	As a small country, we can't afford to flinch.
2004_lee_hsien_loong	244	When Michael Fay was sentenced to caning for vandalism, Bill Clinton as President wrote to our President on his behalf.
2004_lee_hsien_loong	245	But we couldn't remit his sentence of caning.
2004_lee_hsien_loong	246	All we could do is to reduce two strokes.
2004_lee_hsien_loong	247	From six, we went to four.
2004_lee_hsien_loong	248	If this were a Chinese punishment, wu shi da ban (fifty floggings with the stick) would become si shi wu da ban (45 floggings).
2004_lee_hsien_loong	249	And people in Asia noted our stand.
2004_lee_hsien_loong	250	When PM Mahathir of Malaysia pressured us to change the water agreements, we stood firmly by our legal rights.
2004_lee_hsien_loong	251	We gave a full public explanation of the negotiations with Malaysia – why we were justified in international law and we were prepared to go to any international tribunal.
2004_lee_hsien_loong	252	But we still do our best to maintain good relations with the US and with Malaysia and, in fact, our relations with these two countries, I think, are good.
2004_lee_hsien_loong	253	Our closest neighbours are Indonesia and Malaysia.
2004_lee_hsien_loong	254	They will always be of special importance to us.
2004_lee_hsien_loong	255	Indonesia is holding its second round of the presidential elections soon.
2004_lee_hsien_loong	256	Malaysia has a new PM.
2004_lee_hsien_loong	257	I've known PM Abdullah Badawi for many years already and under him, our relations have taken a fresh start and I look forward to working with PM Abdullah Badawi to strengthen our bilateral relations further.
2004_lee_hsien_loong	258	I was very grateful that after I was sworn in, the next day he gave me a call to congratulate me and to wish me well.
2004_lee_hsien_loong	259	So, I said I look forward to working with him.
2004_lee_hsien_loong	260	We have broad relations with China for many years since the visit of Deng Xiaoping to Singapore – he was then the Vice-Premier – in 1978.
2004_lee_hsien_loong	261	And we want to deepen these relations for the future.
2004_lee_hsien_loong	262	Unfortunately, our ties with China are currently under some strain after the Chinese reaction to my recent visit to Taiwan.
2004_lee_hsien_loong	263	I've seen letters to the press – Straits Times, also Zaobao, also Berita Harian – which show they understand the Government's position and I am grateful for the support they've shown the Government.
2004_lee_hsien_loong	264	But nevertheless, tonight, let me explain why I needed to visit Taiwan, why Singapore is not changing its one-China policy and why I've become more worried about the cross-straits situation after my visit.
2004_lee_hsien_loong	265	Why did I visit Taiwan?
2004_lee_hsien_loong	266	Because the cross-straits situation is the most serious security problem in the region, the most dangerous problem.
2004_lee_hsien_loong	267	Economically, China and Taiwan are getting closer together.
2004_lee_hsien_loong	268	They say half-a-million Taiwanese work in China, but politically, the two are drifting apart.
2004_lee_hsien_loong	269	China has made it very clear that if Taiwan moves towards independence, China is not going to stand idly by and war may be inevitable.
2004_lee_hsien_loong	270	In this current, very tense situation, I will have to make some very difficult judgment calls as PM.
2004_lee_hsien_loong	271	I wanted to understand the thinking of my friends and contacts in Taiwan.
2004_lee_hsien_loong	272	Some of them are now key leaders on both sides, on the Pan-Green side and on the Pan-Blue side.
2004_lee_hsien_loong	273	I needed to sense the shifts in the tone and texture of Taiwanese society.
2004_lee_hsien_loong	274	Only then can I make an objective assessment with conviction and knowledge.
2004_lee_hsien_loong	275	You've got to talk to people, feel them, sense their mood, their body language, the atmosphere in the society
2004_lee_hsien_loong	276	and I can't get this feel just by sitting in my office surfing the Internet, reading reports, even secret reports, or watching CNN or CNA.
2004_lee_hsien_loong	277	It’s not possible.
2004_lee_hsien_loong	278	You have to be there.
2004_lee_hsien_loong	279	If other countries are going to take Singapore's views and assessments of the cross-straits situation seriously, then they've got to view us as informed, impartial and balanced.
2004_lee_hsien_loong	280	If Singapore can help in some way to prevent miscalculations by some key players, then we are going to do our utmost to do so.
2004_lee_hsien_loong	281	We are small, we are not influencing the events, but we can provide some inputs to help the key players avoid mistakes and misjudgments.
2004_lee_hsien_loong	282	Why did I go in July?
2004_lee_hsien_loong	283	Because Chok Tong had told me that the handover would be in August and so, July was the only window for me to go before becoming PM.The Chinese have protested that my visit to Taiwan was contrary to Singapore's one-China policy.
2004_lee_hsien_loong	284	But Singapore has always observed the one-China policy.
2004_lee_hsien_loong	285	We took this position right from our independence in 1965.
2004_lee_hsien_loong	286	In 1971, we voted for PRC's admission into the UN to take its UN seat.
2004_lee_hsien_loong	287	In October 1990, we established diplomatic relations with China.
2004_lee_hsien_loong	288	By then, China understood Singapore's position on Taiwan, that historically, we have unique and important interests there which continue to be vital to our security today.
2004_lee_hsien_loong	289	Two years after we established diplomatic relations with China, I visited Taiwan in 1992.
2004_lee_hsien_loong	290	I was then already DPM.
2004_lee_hsien_loong	291	So, my recent visit toTaiwan is not my first one under these circumstances, it's my second one, and it doesn't contradict our one-China policy.
2004_lee_hsien_loong	292	Nor can it be seen as emboldening Taiwan independence elements.
2004_lee_hsien_loong	293	This makes no sense because the Taiwanese know too well that we stand for one China and are opposed to Taiwan independence.
2004_lee_hsien_loong	294	Indeed, we are very worried by the growth of Taiwan independence forces.
2004_lee_hsien_loong	295	Singapore's one-China policy will not change.
2004_lee_hsien_loong	296	A move by Taiwan towards independence is neither in Singapore's interests nor in the region's interests.
2004_lee_hsien_loong	297	If Taiwan goes for independence, Singapore will not recognise it.
2004_lee_hsien_loong	298	In fact, no Asian country is going to recognise it.
2004_lee_hsien_loong	299	Nor will the European countries.
2004_lee_hsien_loong	300	China will fight.
2004_lee_hsien_loong	301	Win or lose, Taiwan will be devastated.
2004_lee_hsien_loong	302	Unfortunately, I met only very few Taiwanese leaders who recognised t, his reality.
