sid	text	aspect	sentiment
2215	The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.	ambience	positive
2067	Decor is nice though service can be spotty.	ambience	positive
2280	The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.	price	positive
45	Ive been here a bunch of times now and the service is always outstanding.	service	positive
1469	The pizza is yummy and I like the atmoshpere.	ambience	positive
3493	Ambience is delightful, service impeccable.	ambience	positive
2447	Not pretentious and very economical.	ambience	positive
905	Orsay, is a very pleasnt throw back to traditional French food, and French service as well.	service	positive
785	Here you get the zen feel without feeling rigid.	ambience	positive
1630	The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.	food	positive
675	Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.	food	positive
2808	The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.	ambience	positive
2161	The lox is always fresh too.	food	positive
858	Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.	service	positive
1358	Really tasty spring rolls and noodles for a good price though.	price	positive
487	The pickles were great addition.	food	positive
1840	The location is perfect.	ambience	positive
1519	The staff is excellent, specjal: that girl behind the bar, european chic.	service	positive
3219	Fabulous service, fantastic food, and a chilled out atmosphere and environment.	ambience	positive
939	The food was authentic.	food	positive
2149	Good food.	food	positive
2393	Regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you Five minutes.	service	positive
3229	I think I've had some the best meals of my life at minnow.	food	positive
2254	Good crowd, good outdoor seating, with a hip japanese vibe.	ambience	positive
382	The calamari comes with an incredible sauce, and the duck noodles are yummy as well.	food	positive
2900	The beverages were excellent, and the dessert was good.	food	positive
2329	The owner truly caters to all your needs.	service	positive
630	I highly recommend visiting this restaurant and having dinner and drinks!	food	positive
1656	The spicy tuna and salmon are the best we've ever had.	food	positive
1729	Pizza here is consistently good.	food	positive
3638	We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.	food	positive
142	Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.	food	positive
2104	The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.	ambience	positive
2201	bottles of wine are cheap and good.	price	positive
3073	Food was very good, but not what I would consider out of this world.	food	positive
1822	All of the pizzas are terrific and the price is even better!	price	positive
967	No food snobs allowed, this place is for people who appreciate good food.	food	positive
2148	They all know you.	service	positive
388	this little place has a cute interior decor and affordable city prices.	price	positive
3067	All the food was hot tasty.	food	positive
3442	we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.	service	positive
1130	If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope.	food	positive
2120	We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.	ambience	positive
2472	If you go here - your focus should be the Tamarind Margaritas.	food	positive
178	The waitress was very patient with us and the food is phenomenal!	service	positive
649	When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time	price	positive
3710	Price no more than a Jersey deli but way better.	price	positive
3682	The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.	service	positive
3138	Having discovered Ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.	ambience	positive
2302	Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.	food	positive
2399	They are served with a free appetizer and the portions are perfect for lunch.	price	positive
3654	I found the food to be outstanding, particulary the salmon dish I had.	food	positive
1668	Should you happen to be impressed by the cuisine definitely try it.	food	positive
1139	I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).	food	positive
2469	A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.	food	positive
1714	I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.	food	positive
1028	What generous portions!	food	positive
388	this little place has a cute interior decor and affordable city prices.	ambience	positive
1818	Service- friendly and attentive.	service	positive
2993	delicious simple food in nice outdoor atmosphere.	ambience	positive
2512	good music, great food, speedy service affordable prices.	service	positive
1163	The service is fantastic.	service	positive
3012	if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).	food	positive
3461	Also very inexpensive.	price	positive
2171	The food options rule.	food	positive
2987	The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!	ambience	positive
1274	It's only $1.95 for a regular slice and $4.00 for a slice with a mushroom, not mushrooms.	price	positive
605	Wow over 100 beers to choose from.	food	positive
2782	All in all the food was above average and I would return to see how they operate with four or less dinners.	food	positive
1917	The food, served in small tasting portions (as an option) is very good with each dish being better than the next.	food	positive
1986	If presentation and service is your thing, then this magic show works.	service	positive
1649	This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.	food	positive
2082	We all felt it was worth it.	price	positive
1327	The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.	food	positive
409	We took advanatage of the half price sushi deal on saturday so it was well worth it.	price	positive
2356	And the fried clams had just enough kick to them to make 'em worth eating.	food	positive
2400	Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.	food	positive
1346	Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.	food	positive
822	All the desserts the group tried got favorable reviews.	food	positive
3634	I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.	ambience	positive
1127	I liked the food at this quasi-thai restaurant.	food	positive
3085	The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.	ambience	positive
2482	Especially liked chicken tikka and the naan, and the dals.	food	positive
685	Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!	ambience	positive
924	With the theater 2 blocks away we had a delicious meal in a beautiful room.	ambience	positive
1930	When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.	service	positive
2057	I am happy i did the food was awsome.	food	positive
2797	it's the only place you can get yummy authentic japanese comfort food.	food	positive
2854	Scalina Fedeli reminded me why service is so integral to fine dining.	service	positive
228	We had champagne and caviar and felt like princesses!	food	positive
3004	Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.	food	positive
959	The service was friendly and the atmosphere was casual.	service	positive
614	It is a lot of fun with live entertainment and all kinds of Disney type special effects.	ambience	positive
260	The filet mignon dish was superb!	food	positive
3701	Late nite omelletes are not good here, there is no variety!	food	negative
1313	I ate here a week ago and found most dishes average at best and too expensive.	price	negative
2424	It's true, this place is not cheap.	price	negative
188	Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.	service	negative
1372	Service was also horrible and the ambience is not that great.	service	negative
2827	The food was below average, the service was pathetic, there was no ambience at all.	ambience	negative
3475	It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.	service	negative
1871	I think the restaurant was too loud (when full) to be romantic.	ambience	negative
1686	Considering their price of $6.25 for lunch special, the dish was ridiculously small.	price	negative
2668	The waiter actually poured water on my hand and walked away.	service	negative
568	To my right, the hostess stood over a busboy and hissed rapido, rapido as he tried to clear and re-set a table for six.	service	negative
2011	We were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.	food	negative
737	This restaurant is not worth the time, effort, or money to say the least.	price	negative
2245	I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced.	price	negative
563	I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.	ambience	negative
2094	Tasty but expensive.	price	negative
3171	THE BIG COMPLAINT: NO TOASTING AVAILABLE.	food	negative
1922	Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.	ambience	negative
739	The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.	service	negative
1959	We did have to wait at the bar for approx.	service	negative
935	They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.	food	negative
2408	at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.	ambience	negative
2627	The ambience was nice, but service wasn't so great.	service	negative
3666	Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.	ambience	negative
3220	Here's to the fake fish tanks too...	ambience	negative
512	Took my mom for Mother's Day, and the maitre d' was pretty rude.	service	negative
1639	The wine list isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be.	food	negative
2219	The red sliding doors may be unique but they do not block off the cold air from the outside.	ambience	negative
2652	The restaurant is dark and not very attractive and then you have spot lights shining on you putting you in the worst light possible, reaching for sunglasses.	ambience	negative
3144	I had to share my table with a loud group of kids and the service was rude an unattentive.	ambience	negative
340	The rice was poor quality and was cooked so badly it was hard.	food	negative
764	I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.	food	negative
1383	I also ordered for delivery and the restaurant forgot half the order.	service	negative
3113	I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.	ambience	negative
2655	They couldn't even make a salad that was appealing.	food	negative
297	And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.	service	negative
1362	Really though, where's the seasoning?	food	negative
3016	I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!	food	negative
1209	Outstanding Bagels, but you get what you pay for.	price	negative
1294	They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.	food	negative
323	The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.	service	negative
1558	While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees.	ambience	negative
1197	Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!	service	negative
339	The sushi was awful!	food	negative
2848	The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.	price	negative
2933	When we notified him that he didn't mention the specials, he didn't apologize but let us know that we made a very good decision regardless.	service	negative
2091	But $1 for each small piece???	price	negative
3571	The food was mediocre at best but it was the horrible service that made me vow never to go back.	service	negative
791	The waiters were not attentive except that the bill turned up on the table before we were finished.	service	negative
415	I've waited over one hour for food.	service	negative
2275	This place is a literal hole-in-the-wall that is buried within Doyers, right off of Pell St (barber's alley) in Chinatown.	ambience	negative
773	All we received was an apology as we left to see our show without dinner.	service	negative
2211	And the Tom Kha soup was pathetic.	food	negative
3553	we did notice however, that some tables had what looked like pita instead of naan.	service	negative
164	The entire place and the treatment we received felt as a conveyor belt.	service	negative
2521	The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.	service	negative
1038	The service was mediocre, and the lack of air conditioning made for a less than comfortable meal.	ambience	negative
1988	For $600 ( the most we have ever paid) not even waving a magic wand will ever get us back for a repeat performance.	price	negative
2862	Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.	price	negative
3086	While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.	ambience	negative
2221	Too cold to enjoy.	ambience	negative
1542	As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.	service	negative
1670	Yes, there might be a wait if you have no reservations.	service	negative
164	The entire place and the treatment we received felt as a conveyor belt.	ambience	negative
1711	Diner food at bistro prices is a bummer....	price	negative
562	Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.	ambience	negative
1551	Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.	ambience	negative
2840	Terrible, terrible management - deserves to be shut-down.	service	negative
191	Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.	service	negative
3059	The appetizers are just OK and the main courses were decidedly subpar.	food	negative
936	They never came back to refill our glasses again.	service	negative
189	Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.	service	negative
2922	Prices too high for this cramped and unappealing resturant.	ambience	negative
2653	The menu prices are a bit expensive for what you get in quality and portion size.	price	negative
1416	Edible but really a ripoff at those prices given whats in the area.	price	negative
808	i would go again if i didn't have to pay.	price	negative
3047	We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.	service	negative
1790	I had been searching really hard for a restaurant in New York where I could really feel unwanted and ignored and I finally found it!	service	negative
1704	One should not go to Lucky Strike for the food.	food	negative
3513	The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.	ambience	negative
1846	The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.	price	negative
3123	We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.	service	negative
3499	Not enough wines by the glass either.	food	negative
3541	They didn't give us the dinner special until we asked for it.	service	negative
981	Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.	service	negative
3144	I had to share my table with a loud group of kids and the service was rude an unattentive.	service	negative
411	They kindly brought us more to see if it was better, but it was not!	food	negative
2012	While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.	ambience	negative
163	We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.	service	negative
2491	Aside from the rushed service, we were very impressed with the food and the drinks.	service	negative
2193	But the thai is definitely not great -- bland and indistinguished.	food	negative
1010	And the bill was outragous.	price	negative
3155	They are often crowded on the weekends but they are efficient and accurate with their service.	ambience	negative
1664	Service was slow had to wait to order and get food although not crowded.	service	negative
1302	And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!	service	negative
757	It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.	ambience	negative
1420	Note that they do not serve beer, you must bring your own.	service	negative
564	We were told that they were booked solid and no other table was available.	service	negative
2433	There is also very limited seating and there can be a substantial wait in getting food at peak times.	ambience	negative
2359	The $300 bill was a bit steep, but the experience was great.	price	negative
2363	Fish was overdone.	food	negative
1643	Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.	food	negative
2793	But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.	food	negative
3335	the food was undercooked-the sauce watery, and the vegetables raw.	food	negative
2335	Prices are higher to dine in and their chicken tikka marsala is quite good.	price	negative
2925	The menu is very limited - i think we counted 4 or 5 entrees.	food	negative
1158	Good food at the restaurant (a bit expensive, but great if you want to impress your date).	price	negative
771	For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.	service	negative
2236	The food was not fresh, the sauces were bland and very oily.	food	negative
1039	The decor is really blah, and not at all hip or happening.	ambience	negative
3274	Most people eat there seem to be typical Upper East Side snobs, so be aware.	ambience	negative
2686	The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.	ambience	negative
2529	As for the bar, this is another bad idea.	food	negative
3325	There is no excuse for such lousy service!	service	negative
1103	The dinner was ok, nothing I would have again.	food	negative
3600	It looked like shredded cheese partly done - still in strips.	food	negative
3527	The food is nothing like its menu description.	food	negative
368	The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.	service	negative
934	The lamb meat was under-cooked and EXTRMELY CHEWY.	food	negative
3091	The puke green walls leave a lot to be desired, but the food is very good.	ambience	negative
3038	Staffs are not that friendly, but the taste covers all.	service	negative
473	I've never been treated so rudely.	service	negative
901	The photos of the restaurant in its web site are way better than the real look.	ambience	negative
3647	We were seated and ignored by waitstaff.	service	negative
1189	It is not worth for that bucks.	price	negative
343	It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.	food	negative
1062	Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.	service	negative
567	Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.	food	negative
2209	This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.	food	negative
2835	This place would be so much better served by being run by a group that actually understands customer service.	service	negative
1040	So, for good food i'd recommend it, but not for a fun night out.	ambience	negative
2218	Delicious food at a great price but do not go here on a cold day and sit by the front door.	ambience	negative
9	The waitress, seems to be more concerned of looking good than actually waitressing.	service	negative
1295	The counter service is bad.	service	negative
2856	Despite the fact that the space is large, they've overcrowded the floor with tables.	ambience	negative
2666	Overall a disappointing experience for that price category.	price	negative
1675	For the quality of food, a little too expensive.	price	negative
296	They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.	food	negative
3130	The food was bland oily.	food	negative
713	Besides, when you have bad service, that's less money you have to tip.	service	negative
2922	Prices too high for this cramped and unappealing resturant.	price	negative
1535	They might be all business at the counter when you give your order, but their food says I love you.	service	negative
1302	And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!	price	negative
1665	Drinks way over priced.	price	negative
472	After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.	service	negative
7	I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!	service	negative
1164	The food there is so good that even to order out the wait is incredible.	service	negative
883	We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.	food	negative
2432	The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.	service	negative
3343	The food now is inconsistent.	food	negative
2988	Last time I went here, the waitress didn't come back after taking our order.	service	negative
1795	It was like the servers forgot that they actually worked there and instead wanted to hang out and be cool.	service	negative
2935	Secondly, on this night the place was overwhelmed by upper east side ladies perfume.	ambience	negative
1100	Both times I was extremely dissappointed by the service, which was boarderline rude.	service	negative
3279	And the prices were way to high for what you get.	price	negative
2394	Until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating.	service	negative
2989	We didn't get drink refills and she didn't even offer us the option of dessert.	service	negative
3472	Both times we waited well over a half hour for a table (even though we had reservations).	service	negative
1382	It was not above ordinary and the beef version had cheap (undercooked) beef.	food	negative
3321	The only problem is that the manager is a complete incompetent.	service	negative
3018	Oh, don't even let me start with how expensive the bills were!	price	negative
2205	The food is usually good but it certainly isn't a relaxing place to go.	ambience	negative
2486	The noise level was unbearable, conversation impossible.	ambience	negative
1540	They showed up 15 minutes after the tuna melt.	service	negative
1210	This isn't a value joint.	price	negative
345	The service is awful.	service	negative
2269	I know this is the case in many nyc eateries, but here, they really cram you in to the point where it's borderline uncomfortable.	ambience	negative
1371	The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.	food	negative
2194	They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.	food	negative
2036	That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.	price	negative
3050	After all that, they complained to me about the small tip.	service	negative
834	A bit breezy up there on the mezzanine from the wind coming from the tracks.	ambience	negative
2754	Price and quality of fish alone will keep us from making a return visit.	price	negative
3250	They are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited.	service	negative
772	In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.	service	negative
2932	First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.	service	negative
3512	When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.	service	negative
2774	Service is not what one would expect from a joint in this price category.	service	negative
1366	The drinks are a saving grace, but service staff, please, get over yourselves.	service	negative
2425	I need at least three rolls to be full, and that's at least $14.00!	price	negative
566	Got club soda, filled with ice, no lime.	service	negative
2115	but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.	food	negative
3478	Now it's so crowded and loud you can't even talk to the person next to you.	ambience	negative
369	We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.	service	negative
1470	But the pizza is way to expensive.	price	negative
1438	If you want Americanized Chinese food with your usual watery, generic white sauce, this is your place.	food	negative
3488	The waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.	service	negative
3648	Restaurant was dirty and unkempt.	ambience	negative
3692	But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.	food	negative
3537	Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.	service	negative
892	Our server checked on us maybe twice during the entire meal.	service	negative
3650	When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.	service	negative
1873	I ordered the smoked salmon and roe appetizer and it was off flavor.	food	negative
2206	After being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table.	service	negative
1213	I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.	price	negative
3048	They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.	service	negative
1353	Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible.	service	negative
2700	I went here with a friend on a whim, we went someplace else first and couldn't get a table.	service	negative
3211	After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.	service	negative
3121	But the staff was so horrible to us.	service	negative
2771	Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.	ambience	negative
932	It took them 25 minutes to bring our appetizer.	service	negative
1187	Alone for 100 bucks, it is really overprice.	price	negative
3148	Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.	service	negative
3457	From the moment we walked in they were more than accomodating even though the place was packed.	ambience	negative
2000	For $760 for 2 people, it's a once in a lifetime experience.	price	negative
1666	Food was good not great not worth the wait or another visit	service	negative
1190	You have to increase the service a lot.	service	negative
2588	First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.	service	negative
2249	I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.	food	negative
3281	We generally like good restaurants and eat out often but Kai was way to expensive for what we got.	price	negative
1407	The seats are uncomfortable if you are sitting against the wall on wooden benches.	ambience	negative
1713	Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!	price	negative
1228	I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!	service	negative
2522	like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.	service	negative
151	However, if you want great food at a great price and don't mind the decor, you can't beat this place.	ambience	negative
255	My chow fun and chow see was really bland and oily.	food	negative
2909	skip dessert.	food	negative
3022	In any event, even though its a bit on the pricey side, we still love this restaurant and will definitely go back.	price	negative
1678	If you want to save some money, don't go here.	price	negative
2926	We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.	food	negative
3178	We thought that this place is using too much of MSG cooking in the foods.	food	negative
1271	The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.	food	negative
181	The food here is rather good, but only if you like to wait for it.	service	negative
3203	Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.	price	negative
3278	The food was not very tasty, the portioins were tiny even for such a high quality restaurant.	food	negative
3015	After we got our sashimi order, I could not believe how small the portions were!	food	negative
2035	Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.	service	negative
1474	Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.	food	negative
1071	A little pricey but it really hits the spot on a Sunday morning!	price	negative
1471	A large is $20, and toppings are about $3 each.	price	negative
514	Stepped on my foot on the SECOND time he reached over me to adjust lighting.	service	negative
1972	I could have drank 4 glasses of water and still been parched - so watch out.	food	negative
2991	The steak was very fatty and the sauce was overpowering and not very tasty.	food	negative
2839	Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.	service	negative
1206	The place is small and cramped but the food is fantastic.	ambience	negative
922	but the service was a bit slow.	service	negative
3323	In fact, it appears he is going to go postal at any moment.	service	negative
1508	they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible.	service	negative
2053	Overall A oh ya even though there is waiting it is deff worth it	service	negative
2212	If you want good authentic Thai this place is not the place to go.	food	negative
2105	A few tips: skip the turnip cake, roast pork buns and egg custards.	food	negative
2537	It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.	ambience	negative
2402	The only concern i have is with the slighly all-business waitstaff who order and throw the food down, rushing you out.	service	negative
2483	Could be pricey without a prix fixe meal.	price	negative
1688	All my co-workers were amazed at how small the dish was.	food	negative
1651	The catch is that you are charged extra for ANYTHING that you leave on your plate so don't be a greedy pig!	price	negative
2191	Faan's got a great concept but a little rough on the delivery.	service	negative
838	The aesthetics of this place are like an airport lounge.	ambience	negative
3578	For the people who want great food plus great service, Roxy is a place to AVOID!	service	negative
2233	Definitely not worth the price!	price	negative
1808	however, it's the service that leaves a bad taste in my mouth.	service	negative
2207	And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.	service	negative
1152	If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.	ambience	negative
2838	They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!	service	negative
184	The kitchen however, is almost always slow.	service	negative
1331	Why make a reservation if you aren't going to keep it?	service	negative
2544	I don't know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer.	ambience	negative
3672	The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.	service	negative
2487	You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.	price	negative
441	Yeah, sometimes the service can be slow.	service	negative
3440	Even though its good seafood, the prices are too high.	price	negative
1530	I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.	service	negative
3341	During the course of the past 3 months, the chef and staff changed and it was not for the better.	service	negative
1440	The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.	food	negative
950	We were then shooed inside.	service	negative
809	would have rather tried terrace in the sky or water club for that price	price	negative
837	Why do people rave about the ambience.	ambience	negative
347	Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.	service	negative
2039	They charge $6.00 for rice.	price	negative
3141	The service is a little scatty at times but all is forgiven when the food arrives.	service	negative
1553	Looking from the outside in, one would hesitate to enter this hole in the wall (really, that's what it is).	ambience	negative
2990	My steak au poivre was one of the worst I've had.	food	negative
1152	If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.	price	negative
2433	There is also very limited seating and there can be a substantial wait in getting food at peak times.	service	negative
2657	Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...).	service	negative
2117	those rolls were big, but not good and sashimi wasn't fresh.	food	negative
3049	The food was lousy - too sweet or too salty and the portions tiny.	food	negative
3684	Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.	price	negative
2844	This is, by far, my favorite restaurant in NYC and I only wish it were more affordable so I could go more often!	price	negative
2095	Stick to dimsum, not super overpriced noodles.	price	negative
796	The food was just OK, at least for what food was available.	food	negative
1372	Service was also horrible and the ambience is not that great.	ambience	negative
